第211个节点
UB = 338400, LB = 338400, GAP = 0
杭州东站381分出乘G7327 →G7328 →G7641/1 →G7643/2 →G7467/1 →G7627/3 →G7550 →G7550/1 →G7550/2 →G7550/3 →G7550/4 杭州东站1101分退乘 ,总长度, 720,纯乘务时间 441,总接续时间 279,外驻时间 0,总工作时间840
南京南站430分出乘D5641 →D5642 →G360/1 →G1938/1 南京南站1208分退乘 ,总长度, 778,纯乘务时间 425,总接续时间 353,外驻时间 0,总工作时间898
南京南站545分出乘D5601 →D5604 →G412/1 →G1864/4 →G7682/3 →G580/2 南京南站1318分退乘 ,总长度, 773,纯乘务时间 600,总接续时间 173,外驻时间 0,总工作时间893
南京南站586分出乘G360/1 →G1820 →G145/2 →G7596/3 南京南站1303分退乘 ,总长度, 717,纯乘务时间 487,总接续时间 230,外驻时间 0,总工作时间837
南京南站410分出乘G7625 →G7566/3 →G268 →G268/1 →G1864/4 南京南站1178分退乘 ,总长度, 768,纯乘务时间 613,总接续时间 155,外驻时间 0,总工作时间888
南京南站464分出乘G1802/1 →G54/2 →G1864/2 →G45/1 →G45/2 南京南站1190分退乘 ,总长度, 726,纯乘务时间 408,总接续时间 318,外驻时间 0,总工作时间846
杭州东站578分出乘G7467 →G1657/1 →G1633/2 →G1640 →G1640/1 →G7384 杭州东站1355分退乘 ,总长度, 777,纯乘务时间 441,总接续时间 336,外驻时间 0,总工作时间897
杭州东站578分出乘G7467 →G1655/1 →G1602/4 →G1640/1 →G7384 杭州东站1355分退乘 ,总长度, 777,纯乘务时间 353,总接续时间 424,外驻时间 0,总工作时间897
合肥南站435分出乘G9312/1 →G266 →G261/2 →G7198 →G7376/3 合肥南站1178分退乘 ,总长度, 743,纯乘务时间 318,总接续时间 425,外驻时间 0,总工作时间863
南京南站367分出乘G7601 →G7662/2 →D9517 →D9518 南京南站1103分退乘 ,总长度, 736,纯乘务时间 214,总接续时间 522,外驻时间 0,总工作时间856
上海虹桥站510分出乘G7325 →G7325/1 →G7325/2 →G7594/6 →G7621/2 →G7620 →G7338/1 上海虹桥站1288分退乘 ,总长度, 778,纯乘务时间 420,总接续时间 358,外驻时间 0,总工作时间898
南京南站342分出乘0D5645 →G7594/1 →G7594/2 →G7221/2 →G7296 →D9515 →D9516 →D9517 →D9518 南京南站1103分退乘 ,总长度, 761,纯乘务时间 482,总接续时间 279,外驻时间 0,总工作时间881
南京南站433分出乘G7505 →G7349/1 →G7638/2 →G7627/2 →G7468/1 →G7626/1 →G7610/1 南京南站1212分退乘 ,总长度, 779,纯乘务时间 569,总接续时间 210,外驻时间 0,总工作时间899
合肥站468分出乘G7648 →G7572/6 →G7572/7 →G7275 合肥站1170分退乘 ,总长度, 702,纯乘务时间 183,总接续时间 519,外驻时间 0,总工作时间822
上海虹桥站410分出乘G7501 →G7665/2 →G7646/1 →G7588/2 上海虹桥站1190分退乘 ,总长度, 780,纯乘务时间 324,总接续时间 456,外驻时间 0,总工作时间900
合肥南站435分出乘G9312/1 →G7162 →G7674/4 →D5659 →D5660 合肥南站1042分退乘 ,总长度, 607,纯乘务时间 352,总接续时间 255,外驻时间 0,总工作时间727
南京南站348分出乘0G7307 →G7674/3 →G7386/5 →G7388 →D9517 →D9518 南京南站1103分退乘 ,总长度, 755,纯乘务时间 323,总接续时间 432,外驻时间 0,总工作时间875
杭州东站590分出乘G46/1 →G7632/2 →G7388 →G163/3 →G7680/1 →G2344/11 →G7534 →G7534/1 杭州东站1347分退乘 ,总长度, 757,纯乘务时间 417,总接续时间 340,外驻时间 0,总工作时间877
上海虹桥站641分出乘G122 →G7667 →G7690/2 →G7618/1 →G7388/4 →G9238/5 上海虹桥站1407分退乘 ,总长度, 766,纯乘务时间 522,总接续时间 244,外驻时间 0,总工作时间886
杭州东站535分出乘G7641/1 →G7643/2 →G7324/1 →G7335 →G7374/4 →G1658/3 杭州东站1312分退乘 ,总长度, 777,纯乘务时间 342,总接续时间 435,外驻时间 0,总工作时间897
南京南站648分出乘G7299/1 →G7296 →G7649 →G7463 →G7620/1 →G7668/2 南京南站1394分退乘 ,总长度, 746,纯乘务时间 459,总接续时间 287,外驻时间 0,总工作时间866
南京南站491分出乘G7043 →G7236/7 →G7388 →G1958/5 →G7590/2 南京南站1237分退乘 ,总长度, 746,纯乘务时间 506,总接续时间 240,外驻时间 0,总工作时间866
合肥南站435分出乘G9312/1 →G266 →G7669 →D9513 →D9514 →G7296/1 →G7454/3 合肥南站1160分退乘 ,总长度, 725,纯乘务时间 473,总接续时间 252,外驻时间 0,总工作时间845
上海虹桥站395分出乘G7196/7/1 →G7301 →G1655 →G7616/1 →G7660/2 →G137/2 上海虹桥站1167分退乘 ,总长度, 772,纯乘务时间 430,总接续时间 342,外驻时间 0,总工作时间892
南京南站480分出乘G7689 →G7665/2 →G7660/1 →G7642/2 南京南站1241分退乘 ,总长度, 761,纯乘务时间 342,总接续时间 419,外驻时间 0,总工作时间881
杭州东站578分出乘G7467 →G7638/2 →G7619/5 →G7599/7 →G7582 →G7536/1 杭州东站1343分退乘 ,总长度, 765,纯乘务时间 390,总接续时间 375,外驻时间 0,总工作时间885
杭州东站667分出乘G7379 →G7619/5 →G7599/7 →G7642 →G7321/2 →G7466 →G7342/1 杭州东站1393分退乘 ,总长度, 726,纯乘务时间 497,总接续时间 229,外驻时间 0,总工作时间846
上海虹桥站389分出乘G7333 →G7643/3 →G7638/3 →G7600 →G7520 →G7584/1 上海虹桥站1152分退乘 ,总长度, 763,纯乘务时间 450,总接续时间 313,外驻时间 0,总工作时间883
南京南站480分出乘G7689 →G7581/3 →G7550/2 →G7610 →G7636/2 南京南站1237分退乘 ,总长度, 757,纯乘务时间 330,总接续时间 427,外驻时间 0,总工作时间877
杭州东站599分出乘G7572/2 →G1956 →G7616/3 →G9408/5 →G7525 →G2344/11 →G7534 →G7534/1 杭州东站1347分退乘 ,总长度, 748,纯乘务时间 558,总接续时间 190,外驻时间 0,总工作时间868
合肥南站461分出乘G7258/5 →G7282 →G7576/6 →G7376/3 合肥南站1178分退乘 ,总长度, 717,纯乘务时间 375,总接续时间 342,外驻时间 0,总工作时间837
杭州东站569分出乘G7364/1 →G7376/1 →G7288/1 →G578/3 →G7555 杭州东站1327分退乘 ,总长度, 758,纯乘务时间 266,总接续时间 492,外驻时间 0,总工作时间878
杭州东站535分出乘G7641/1 →G7694/2 →G7692 →G7656/7 →G7658/5 杭州东站1302分退乘 ,总长度, 767,纯乘务时间 533,总接续时间 234,外驻时间 0,总工作时间887
上海虹桥站510分出乘G7325 →G7581/2 →G7589/5 →G7684/3 →G7511/2 →G7620 →G7338/1 上海虹桥站1288分退乘 ,总长度, 778,纯乘务时间 460,总接续时间 318,外驻时间 0,总工作时间898
南京南站342分出乘0D5645 →G7078/1 →G7576/4 →G7583 →G7152 →G7592/4 南京南站1116分退乘 ,总长度, 774,纯乘务时间 412,总接续时间 362,外驻时间 0,总工作时间894
南京南站572分出乘G7599/1 →G7599/2 →G7108 →G7117 →G7144 →G7588/5 南京南站1324分退乘 ,总长度, 752,纯乘务时间 460,总接续时间 292,外驻时间 0,总工作时间872
上海虹桥站440分出乘G7102 →G7047 →G7088 →G7158/2 上海虹桥站1206分退乘 ,总长度, 766,纯乘务时间 420,总接续时间 346,外驻时间 0,总工作时间886
上海站559分出乘G7202 →G7074/2 →G7014 →G7059 →G7056 →G7067 上海站1307分退乘 ,总长度, 748,纯乘务时间 563,总接续时间 185,外驻时间 0,总工作时间868
南京南站300分出乘DJ8697 →G7594 →G7074/1 →G7572/4 →G7282/1 →D9516 南京南站962分退乘 ,总长度, 662,纯乘务时间 432,总接续时间 230,外驻时间 0,总工作时间782
上海虹桥站430分出乘G106 →G7589/1 →G7175/1 →G7572/3 →G7142/2 →G7180 →G7311 上海虹桥站1203分退乘 ,总长度, 773,纯乘务时间 406,总接续时间 367,外驻时间 0,总工作时间893
合肥南站681分出乘D5657 →G7142 →G9246/2 →G9248 →G7596/4 合肥南站1363分退乘 ,总长度, 682,纯乘务时间 463,总接续时间 219,外驻时间 0,总工作时间802
上海虹桥站385分出乘D5495 →G7084/2 →G7146 →G7613 →G1356/3 上海虹桥站1158分退乘 ,总长度, 773,纯乘务时间 520,总接续时间 253,外驻时间 0,总工作时间893
南京南站342分出乘0D5645 →G7082/1 →G7592/4 南京南站1116分退乘 ,总长度, 774,纯乘务时间 208,总接续时间 566,外驻时间 0,总工作时间894
南京南站342分出乘0D5645 →G7072/2 →G7076/2 →D5656 →D5659 →D5608 南京南站1088分退乘 ,总长度, 746,纯乘务时间 506,总接续时间 240,外驻时间 0,总工作时间866
南京南站354分出乘G7031 →G7232 →G7084/1 →G7136/2 →D5608 南京南站1088分退乘 ,总长度, 734,纯乘务时间 483,总接续时间 251,外驻时间 0,总工作时间854
南京站842分出乘D5526 →D5532/1 →D9528 →D5548/1 南京站1408分退乘 ,总长度, 566,纯乘务时间 307,总接续时间 259,外驻时间 0,总工作时间686
南京站555分出乘D5512 →D5516/1 →D5538 →D5544/1 南京站1320分退乘 ,总长度, 765,纯乘务时间 295,总接续时间 470,外驻时间 0,总工作时间885
南京站331分出乘D5562/3 →D5518/1 →G7055 →G7054 南京站1100分退乘 ,总长度, 769,纯乘务时间 337,总接续时间 432,外驻时间 0,总工作时间889
南京站600分出乘G7007 →G7012 →D5526 →D5532/1 →D5544 →D9528/1 南京站1357分退乘 ,总长度, 757,纯乘务时间 514,总接续时间 243,外驻时间 0,总工作时间877
南京站331分出乘D5562/3 →D5564/1 →D5506 →D5512/1 →D5524 →D5528/1 南京站1073分退乘 ,总长度, 742,纯乘务时间 394,总接续时间 348,外驻时间 0,总工作时间862
南京站600分出乘D9522/3 →D5528 →D5534/1 →G7025 →G7098 南京站1378分退乘 ,总长度, 778,纯乘务时间 521,总接续时间 257,外驻时间 0,总工作时间898
南京站420分出乘D5502 →D5506/1 →D5518 →D5524/1 →G7117 →G7118 南京站1159分退乘 ,总长度, 739,纯乘务时间 547,总接续时间 192,外驻时间 0,总工作时间859
